text,label
Property is an excellent location. Easy access to trains| food| and perfect walking distance to china town or little italy. Staff was super friendly. Far enough away from the crazy commotion of NYC but trains are so easily accessed traversing the city is easy.,1
"Our rating is 5 stars plus! From the moment we arrived until we left| the front desk staff was most helpful and courteous...and were more than happy to give us directions to anywhere. The room itself was nice and clean. ""Pros"" - (too many to mention). ""Con"" - the tv (which we really didn't have much time to watch): the remote was worn out and needs replaced. Also| maybe it was only the tv in our room| but the only local channels we could watch were 2 and 13. Channels 4| 7| 9| and 11| were ""No Signal"".   The restaurant (AOA Bar and Grill) was a bit pricey (probably normal NYC prices). We ate there twice for dinner and certainly did not leave hungry. They do feed you. However| we think their breakfast prices are too high| so we suggest you walk to Tribeca Bagels which is about a block away on the south side of Canal Street. It is a small place but is our favorite NYC restaurant.    Would we stay at Hilton Garden Inn again? YES!",1
We stayed at this hotel after seeing a show in Newark| so we arrived around 11pm. The ladies at the front desk were absolutely exceptional. The room was perfect size for our family of 4| which is not always the norm for NYC hotels. The attached restaurant had a nice buffet breakfast. Everyone we encountered was very friendly. We were very comfortable and will be back.,1
Good location. Easy to get to SoHo shops. Staff was friendly and helpful in giving information and directions.,1
It was a nice stay with my family for a few nights.  They provided a pack n play as their infant bed (crib) which worked out great.  There was a subway station in the front of the hotel| a Starbucks across the street as well as a food cart with coffee/donut,1
It was definitely a nice hotel for the price and I liked the location.,1
Great location! Room was clean and the bed was comfortable. The room was a bit small. The bathroom lighting is awful and the hair dryer was broken but even if it worked it was awful. They responded quickly and provided a replacement . They text to check in on how things are going| which is nice. Staff was very friendly and professional. The free coffee was awful!! ( decaf). I would stay again in spite of the things that weren't wonderful.,1
Great business hotel. Location accessible to most of lower Manhattan by cab| easy to get. Room very comfortable| quiet| and dark. Would stay here again.,1
As a former New Yorker| I had a great time staying in this hotel. Amazing location and easy to commute by Sab or walking! overall great experience. Would go back there.,1
Fantastic hotel! Clean| well-maintained| super friendly and helpful staff| comfortable| and in a safe area. Highly recommend for either business or personal trips.,1
The receptionists were amazing and hotel was clean.,1
This hotel was great. Centrally located| close to the subway and walking distance to many attractions. Staff was lovely and helpful. Room size was good for NY and things were comfortable. Would stay again in a heartbeat.,1
Great location| efficient and welcoming staff| easy check-in| complete basic amenities| NO “RESORT FEE”,1
The property was so convenient to the subway and the cab service was easily available.  We were close to great dining and in walking distance to shopping and restaurants.,1
We stayed 1 night. Bar & Grill connected to hotel was nice. We are from PA so to exit the city and go home was awesome!,1
Offered me a quiet room| and it was a game-changer. Great location| clean| modern. Staff wasn't the friendliest| but that's fine.,1
room alarm kept on going off| first night went off again at 3 am and they took it away but couldn't get back to sleep,1
Staff and place its really nice and will go back again,1
the room is a little compact BUT had all amenities and I slept great! ITS REALLY CLOSE to shopping,1
Nice| close to subway lines| walking distance to many attractions.,1
Staff waa professional and accomodating. Did not liake the gact that there is no parking and valet parking is $75.00 per day.,1
