review,date,rating
My husband and I stayed here for a quick overnight stay after getting in from a late afternoon flight. This hotel was terrible - our room was not clean| there was hair all over the place and some of the furniture was stained. Our air-conditioner was broken and while engineering fixed it for a few hours| it broke again in the middle of the night so our room was about 80 degrees. The service was alright but nothing stellar. Overall this was a very unpleasant experience and one that was really regrettable after what had been a lovely vacation. I would not recommend staying here.,Dec 2| 2019,1
The thermostat didn’t function. Never could get the temp below 78.,Dec 2| 2019,3
Shower had hair all over in it and the rims of the toilet so the maids need to clean better other than that everything was fine!,Dec 1| 2019,4
Stay was good trying to contact your desk from outside facility to inquire about shuttle was brutal.,Dec 1| 2019,5
Nice room with excellent shuttle service from airport.,Nov 24| 2019,5
Great location in proximity to airport. Would stay there again.,Nov 20| 2019,5
Limited access to surrounding area. Would have loved an area to smoke. Not in the front of the hotel,Nov 19| 2019,4
Stayed 2 nights...not much to do or see in the area but close to EWR.  It is a simple place to stay on a short basis... Free airport shuttle 24hrs...restaurant onsite but did not try it...Starbucks onsite as well! Very easy check-in and check-out...asked for an extra 1hr| no problem staff was accommodating. It is not a brand new place but gets the job done!,Nov 18| 2019,4
Took forever for them to answer the phone| and when they finally did they sounded irritated and hung up. We arrived at the hotel and saw four front desk personnel and not a single customer.  Wonder what kept them from answering the phone.  Facility was outdated.  There was a sign for free shuttle to the mall but when we asked the front desk they said they only do shuttle to and from the airport.,Nov 18| 2019,1
I never made it to the hotel as I missed my connecting flight and I was unable to get a refund or credit on the room so I am totally disappointed and wasted a significant amount of money.,Nov 10| 2019,2
The staff has been very pleasant...but the property is extremely old and underwhelming for the cost of everything !,Nov 9| 2019,3
Hotel showing signs of age. Service in restaurant slow and haphazard,Nov 7| 2019,4
Everything was great. Friendly staff,Nov 7| 2019,5
Worn out used hotelToilet running all night,Nov 6| 2019,3
Stayed one night prior to an early morning connecting flight. A bit loud; amenities adequate but nothing special.,Nov 4| 2019,4
The location of the hotel was okay. But there was only paid parking on site. Plenty of other hotels in the area had free parking for guests| so a 10 dollar minimum and up to 30 dollars a day isnt worth it if you have a rental car. Inside the room| the bathroom door wouldn't close properly and most if the furniture was quite worn down.,Nov 2| 2019,1
The hotel looks old and run down.  The bar is good and so is the bar service staff.,Oct 30| 2019,3
After a delightful 3-night stay at the Hilton Garden Inn in Troy| NY| my wife and I had a very disappointing| unplanned one-righter at this hotel due to weather related issues with our flight back home that evening.Room #521| a handicap outfitted room had the following issues:1.Bathroom floor grout noticeably dirty/moldy. 2. The flexible shower hose faucet did not stay in place; it sent water in all directions. The fixed faucet was not operational.3.The toilet seat was loose| and missing a bolt cover.4.The bathroom  floor was soiled. We had to lay towels on the floor to walk on it| Yuk!I have photos!Other non-critical but disappointing issues: uncomfortable mattress and pillows. Formica laminated furniture. Internet is not free. We are Hilton Honors members| but since we booked through Expedia| we were not eligible for free Wi-Fi.Finally| the shuttle vehicle that takes you from and to the airport was horrendous. We felt as if we were in a third| close to fourth world country city. The only good thing about the shuttle bus was the paint job. The suspension shocks are shut; the vehicle bounces back and forth and up and down| the wheel chair lift rattles as if the shuttle was reentering the atmosphere from outer space| The seats were hard and covered with a slippery cheap fabric| so we had to hang on to each other to avoid being spilled out. It was almost comical!,Oct 29| 2019,2
The staff was lovely but only one of the four elevators works and it was filthy inside| so much so that though my room looked clean I wiped down every surface I was going to be using. I would not stay here again. Frankly| I've stayed at Hilton properties before and I was surprised that the place had been allowed to become shabby. In addition there was a strong chemical smell in the room toward morning that I was relieved to leave as I caught my early morning flight.,Oct 29| 2019,2
Was disappointed with the check in process. Disappointed in room as it was much shabbier than we would have expected for a Hilton property. Old. Run down| dirty feeling. Beds were awful.,Oct 29| 2019,2
Not enough parking.  On-site car rental has limited hours.Shuttle to and from Newark Airport was convenient.Rooms were clean.,Oct 28| 2019,4
Lovely hotel| great food at the restaurant. The staff were wonderfully helpful and cheerful! We are coming back in April and will definitely stay here again.,Oct 28| 2019,5
Cleanliness and service. The room was pretty big| the bathroom spacious. People behind the desk were friendly. They have a very efficient airport pickup system every twenty minutes.  I would  definitely recommend Airport Hilton and stay there in future,Oct 28| 2019,5
We stayed the night before a flight.  Shuttle service to and from the airport was as advertised (timing).  Reception was polite and professional—even gave us a late checkout (sore subject as I called in a couple weeks in advance to arrange a late checkout and it was not noted in the reservation).  One of my pet peeves are hotels that use a flat sheet on the bottom (if you roll around like I do it inevitably comes untucked).  Yes| they use the flat sheets on the bottom.  The corridors are a wee bit beaten up.  But the hotel was clean.  Oh| and the in room coffee was actually rather good.  So the ultimate question-would I stay there again?  Probably.  If I get a good deal| yes.  If not no...,Oct 26| 2019,4
Booked a King Bedroom and once I arrived I was told that the King Rooms were sold out and given away on a first come first serve basis. I was upset as I had reserved and pre-paid for a King Bedroom and instead was given two double beds. I know it seems petty to some| but since I had specifically requested this room and then was told they were “first come first serve” I was unhappy. I don’t think hotels should oversell their room types so people don’t get what they reserved. To top it off| the front desk associate kept talking up the double room like it was their top tier room and it was just very fake.,Oct 24| 2019,2
Our stay at The Hilton Newark Airport was outstanding for my wife and I 15 year anniversary! Percy| who drives one of the vans there| is awesome and customer friendly!,Oct 23| 2019,5
the lobby is nice with a Bar and restaurant until midnight. They have Starbucks too. The room was ok. The toilet clogged twice but they came to fix it quickly.,Oct 21| 2019,4
Great location near airport. Shuttle bus runs frequently.,Oct 21| 2019,5
Good location overlooking the airport. Comfortable and quiet room with all important complementary bottled water and Wifi.  Slight issue connecting to the Wifi but this was taken care of by reception. Regular shuttle to the airport and Jersey Mills Mall. I eat several meals at the hotel and was pleasantly surprised how nice the food actually was! Good gym and pool also. A better hotel than expected.,Oct 21| 2019,4
